0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-402.659912109375,31.985872268676758,-24.797285079956055,3.151853084564209,-3.967517375946045,0.2566066384315491,-7.790155410766602,-4.022381782531738,-11.577680587768555,-4.72551155090332,-6.800520420074463,-0.9446300268173218,-4.123416900634766,-9.661883354187012,-17.198041915893555,-26.94800567626953,-26.250152587890625,-20.33974838256836,-4.9559149742126465,6.656403064727783,15.605620384216309,14.64787769317627,9.401424407958984,1.2349146604537964,-2.5604357719421387,-2.575922727584839
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
-397.5143737792969,37.20335006713867,-31.41178321838379,-0.3276665210723877,-2.397230863571167,-0.6172203421592712,-5.620812892913818,-4.124659538269043,-12.847685813903809,-4.710253715515137,-6.764037132263184,-1.4347500801086426,-3.280716896057129,-8.473100662231445,-16.63450813293457,-28.980379104614258,-27.33469581604004,-21.150951385498047,-5.69253396987915,7.189724445343018,16.817880630493164,15.317233085632324,9.619477272033691,1.0168564319610596,-3.048156499862671,-3.0958266258239746
